ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID155633325,6 Shepherd St,3,h,2100000.0,4/06/2016,2.0,2.0,1255.0,49.0,-37.8322,145.1056
ID199093294,1/312 Hope St,1,u,351000.0,27/11/2016,1.0,1.0,0.0,69.0,-37.7614,144.9393
ID457288014,503/120 Greville St,3,u,1350000.0,12/11/2016,2.0,2.0,0.0,119.0,-37.8493,144.9908
ID903676173,11/781 Whitehorse Rd,2,u,520000.0,28/05/2016,1.0,1.0,0.0,14.0,-37.8161,145.1098
ID694412018,85 Montague St,3,h,700000.0,18/06/2016,1.0,0.0,199.0,72.0,-37.8299,144.9496
ID769168240,4/1 Oconnell St,2,u,380000.0,25/02/2017,1.0,1.0,128.0,49.0,-37.715,145.043
ID651911400,57 Ruthven St,3,h,850000.0,23/09/2017,1.0,2.0,690.0,7.0,-37.72998,145.06134
ID645812806,37 Waltham St,2,h,1225000.0,9/09/2017,1.0,1.0,150.0,129.0,-37.78363,144.92997
ID750161317,316 Belmore Rd,4,h,1750000.0,10/12/2016,3.0,2.0,453.0,3.0,-37.8044,145.1006
ID704123046,55 Fakenham Rd,4,h,1972500.0,27/05/2017,1.0,1.0,676.0,19.0,-37.86223,145.08696
ID941874230,29 Gillespie Rd,3,h,626000.0,19/08/2017,1.0,2.0,557.0,34.0,-37.734970000000004,144.7864
ID487715826,9/129 The Parade,3,u,487500.0,27/06/2016,1.0,3.0,0.0,47.0,-37.7723,144.9094
ID597299520,28 Carron St,4,h,1593000.0,3/06/2017,3.0,2.0,598.0,69.0,-37.781420000000004,145.09226999999996
ID165509454,2 Dunk Ct,3,h,418000.0,27/05/2017,2.0,1.0,435.0,45.0,-37.867670000000004,144.68409
ID779610164,55 Warburton Rd,3,h,1385000.0,18/06/2016,1.0,1.0,444.0,109.0,-37.826,145.0734
ID945982235,14 Woodmason St,3,h,1437000.0,16/04/2016,1.0,1.0,313.0,109.0,-37.8511,145.0317
ID980549701,430 Whitehorse Rd,3,h,1050000.0,24/06/2017,2.0,2.0,444.0,74.0,-37.81411,145.09055
ID393520621,10 Botherambo St,2,t,1200000.0,25/02/2017,2.0,1.0,170.0,79.0,-37.8229,144.9931
ID861137063,1/5 Daventry St,2,u,424000.0,18/06/2016,1.0,1.0,141.0,39.0,-37.7149,145.0009
ID659624465,90 Truganini Rd,4,h,1550000.0,12/11/2016,2.0,2.0,757.0,89.0,-37.8925,145.0541
ID799566632,2/422 St Kilda St,3,t,1475000.0,7/11/2016,2.0,2.0,345.0,19.0,-37.8943,144.9907
ID404416437,23 Hotham St,3,h,650000.0,28/05/2016,1.0,2.0,327.0,44.0,-37.7709,145.1104
ID918782307,2 Derry St,4,h,1740000.0,29/04/2017,2.0,2.0,746.0,69.0,-37.7595,144.8993
ID602203605,44 Morley St,4,h,825000.0,30/07/2016,2.0,4.0,768.0,49.0,-37.6979,144.9377
ID217886570,9/561 Spencer St,3,u,995000.0,18/03/2017,1.0,1.0,0.0,79.0,-37.8076,144.9474
ID618691010,95 Pellatt St,4,h,1611000.0,12/08/2017,2.0,2.0,650.0,64.0,-37.98354000000001,145.04261
ID927300574,41 Gordon St,3,t,950000.0,29/07/2017,2.0,2.0,211.0,49.0,-37.83712,144.86686
ID826514371,48 Elder St,4,h,1695000.0,3/06/2017,3.0,4.0,696.0,69.0,-37.81726,145.16061000000005
ID330113248,77 Fraser Av,3,h,837000.0,23/09/2017,1.0,1.0,441.0,49.0,-38.03804,145.11728
ID267271912,4 Bolton Av,3,h,2515000.0,16/09/2017,2.0,2.0,604.0,5.0,-37.93105,144.99437
ID659821767,5/19 Livingstone St,2,u,690000.0,15/10/2016,1.0,1.0,103.0,49.0,-37.7671,145.0408
ID519999036,2/60 David St,2,h,535600.0,30/07/2016,1.0,1.0,154.0,23.0,-37.8646,144.8272
ID223340995,8/58 Sutherland Rd,2,u,592500.0,10/12/2016,1.0,1.0,0.0,49.0,-37.8574,145.0174
ID978383274,2/3 Golf Rd,2,u,625000.0,27/11/2016,1.0,1.0,204.0,57.0,-37.9107,145.0891
ID988125468,44 Graham Rd,3,h,1430000.0,8/07/2017,1.0,0.0,703.0,49.0,-37.9511,145.04171000000005
ID265606098,8/67 High St,2,u,700000.0,12/11/2016,1.0,1.0,0.0,131.0,-37.851,144.988
ID623658993,43 Omar St,3,h,915000.0,17/09/2016,1.0,3.0,667.0,7.0,-37.7784,144.8708
ID809656740,66 Fromer St,3,h,1470000.0,11/02/2017,2.0,2.0,613.0,69.0,-37.929,145.0464
ID754145824,26 Newsom St,3,h,1000000.0,12/11/2016,2.0,2.0,440.0,64.0,-37.7746,144.9031
ID964489067,18 Rose St,2,h,1705000.0,20/05/2017,2.0,0.0,195.0,8.0,-37.851,145.0156
ID491169418,235 Military Rd,3,h,863000.0,28/08/2016,2.0,3.0,638.0,59.0,-37.7546,144.8585
ID372176486,2/61 Orient Av,3,u,907800.0,26/08/2017,2.0,2.0,309.0,14.0,-37.82653,145.20261000000005
ID464495354,129 Gordon St,3,h,2200000.0,3/12/2016,3.0,2.0,651.0,34.0,-37.8085,145.0764
ID303918920,3 Ruabon Rd,3,h,1170000.0,30/07/2016,1.0,1.0,405.0,84.0,-37.8475,145.00799999999995
ID155522240,38 McLean St,2,h,887500.0,26/08/2017,1.0,2.0,434.0,21.0,-37.75336,144.93872
ID355248269,49 Bellett St,4,h,2513000.0,13/05/2017,2.0,3.0,696.0,109.0,-37.8355,145.0665
ID290693492,6/5 Peak St,2,u,370000.0,14/05/2016,1.0,1.0,0.0,54.0,-37.8801,145.0874
ID890012643,52 Tranmere Av,4,h,1966000.0,23/09/2017,2.0,2.0,627.0,114.0,-37.89184,145.06056
ID508397303,23 Fraserburgh Cr,4,h,783000.0,8/07/2017,2.0,2.0,750.0,39.0,-37.64163,144.90493
ID482383388,58 Cambridge Dr,4,h,1190000.0,23/09/2017,2.0,2.0,653.0,79.0,-37.892309999999995,145.15141
ID788148288,3A Blanche St,3,t,1308000.0,8/04/2017,1.0,2.0,125.0,29.0,-37.7953,144.9864
ID128104020,40 Dellfield Dr,5,h,950000.0,10/09/2016,3.0,2.0,700.0,46.0,-37.7658,145.124
ID115855656,23 Rosedale Cr,3,h,1400000.0,29/07/2017,2.0,4.0,941.0,69.0,-37.81289,145.24213
ID117521175,14 Hampshire Rd,4,h,950000.0,23/09/2017,1.0,1.0,607.0,59.0,-37.84137,145.17911999999995
ID355718071,52 Wilson Bvd,4,h,830000.0,22/08/2016,1.0,4.0,791.0,89.0,-37.7001,144.9936
ID348052123,9 Appleby Ct,3,h,717500.0,26/08/2017,1.0,1.0,554.0,34.0,-37.78514000000001,144.84561000000005
ID505555969,6/47 Railway Pl W,2,u,360000.0,10/12/2016,1.0,1.0,0.0,129.0,-37.7826,144.9273
ID495172794,26 Millewa Av,3,h,1638000.0,22/07/2017,1.0,1.0,697.0,29.0,-37.88354,145.07536000000005
ID882365457,49 Carn Av,5,h,2100000.0,8/07/2017,3.0,2.0,740.0,59.0,-37.76086,145.05177
ID417213073,38 Upland Rd,3,h,1742000.0,12/08/2017,2.0,3.0,697.0,64.0,-37.74057,144.92172
ID572813896,3/30 Beaumont Pde,1,h,280000.0,15/07/2017,1.0,1.0,45.0,49.0,-37.80728,144.86702
ID607934863,24 Elphinstone St,4,h,1300000.0,29/07/2017,2.0,2.0,588.0,49.0,-37.794579999999996,144.87271
ID901642147,50 John St,2,h,1410000.0,27/05/2017,1.0,1.0,249.0,89.0,-37.87964,144.9856
ID633491510,20 Vanin St,4,h,525000.0,1/07/2017,2.0,2.0,415.0,69.0,-37.6161,145.03937
ID287874106,6 Elswill St,5,h,1351000.0,20/05/2017,2.0,2.0,652.0,19.0,-37.9311,145.0651
ID846209850,1 Konrad St,4,h,1100000.0,4/06/2016,2.0,2.0,633.0,44.0,-37.9272,145.0644
ID341148100,1211/50 Albert Rd,2,u,530000.0,3/06/2017,1.0,1.0,1646.0,7.0,-37.83406,144.97131000000005
ID146261868,342 Howe Pde,2,h,1332000.0,8/04/2017,1.0,2.0,288.0,7.0,-37.8366,144.923
ID416429886,27 Summerhill Rd,2,h,800000.0,9/09/2017,1.0,2.0,353.0,89.0,-37.79047,144.88289
ID594919317,60 Robert St,4,h,710000.0,29/07/2017,1.0,1.0,627.0,49.0,-37.667809999999996,145.00926
ID819442369,700 Rathdowne St,4,h,2175000.0,7/05/2016,1.0,0.0,418.0,99.0,-37.7808,144.9736
ID211871057,1/38 Lynch St,1,u,357000.0,6/08/2016,1.0,0.0,0.0,39.0,-37.7964,144.9027
ID950063909,172 Rossmoyne St,3,h,1200000.0,27/06/2016,2.0,2.0,349.0,49.0,-37.7584,145.0115
ID777558164,3 Molden St,5,h,1550000.0,18/06/2016,3.0,2.0,623.0,69.0,-37.9066,145.0541
ID558363710,27 Warmington Rd,3,h,530000.0,8/04/2017,1.0,1.0,573.0,49.0,-37.8017,144.8258
ID462900295,18/180 Union St,2,u,435000.0,12/06/2016,1.0,1.0,0.0,17.0,-37.7727,144.9497
ID401618928,44/2 Horizon Dr,2,u,495000.0,18/03/2017,2.0,2.0,37000.0,39.0,-37.7752,144.8925
ID650098309,906/330 Lygon St,2,u,550000.0,13/05/2017,1.0,1.0,1611.0,6.0,-37.7685,144.9724
ID895380314,2A Hillcrest Av,4,h,1850000.0,19/08/2017,3.0,3.0,421.0,19.0,-37.90542,145.00603999999996
ID899315126,12/539 Glen Huntly Rd,2,u,550000.0,17/06/2017,1.0,1.0,1172.0,49.0,-37.885329999999996,145.01049
ID504238324,3/2 Garden Rd,2,u,715000.0,27/06/2016,1.0,1.0,194.0,24.0,-37.9107,145.0598
ID531047552,16/373 South Rd,2,u,775000.0,7/11/2016,1.0,1.0,112.0,59.0,-37.9306,145.0284
ID825954020,4/5 Southey Ct,2,u,717000.0,12/06/2016,1.0,1.0,0.0,69.0,-37.8758,144.9874
ID950959919,55 Elphinstone St,3,h,805000.0,27/06/2016,1.0,3.0,372.0,99.0,-37.796,144.8728
ID452280228,9/81 Dodds St,3,u,868000.0,4/06/2016,2.0,1.0,0.0,24.0,-37.8267,144.9687
ID992889069,16 Ventnor St,4,h,1725000.0,29/04/2017,3.0,2.0,627.0,49.0,-37.7827,145.0945
ID166094034,7/122 Glen Huntly Rd,2,u,510000.0,11/03/2017,1.0,1.0,0.0,69.0,-37.8831,144.9896
ID762940240,3/50 Berembong Dr,2,u,490000.0,13/05/2017,1.0,2.0,220.0,18.0,-37.7346,144.8584
ID269865397,3 Paget St,4,h,2120000.0,10/09/2016,2.0,2.0,847.0,94.0,-37.8927,145.0781
ID357868758,25 Errol St,4,h,550000.0,26/07/2016,2.0,1.0,288.0,19.0,-37.7775,144.855
ID891995152,15 Ofarrell St,4,h,1401000.0,19/11/2016,1.0,1.0,306.0,109.0,-37.8102,144.8885
ID712509160,9 Ambon Ct,3,h,961000.0,28/05/2016,1.0,2.0,1179.0,59.0,-37.7411,145.0468
ID387795916,22 Greenglade Ct,4,h,1300000.0,19/08/2017,2.0,2.0,543.0,13.0,-37.806509999999996,145.16457
ID693821127,3 Grandview Rd,3,h,845000.0,26/08/2017,1.0,1.0,345.0,69.0,-37.73901,144.89154
ID380850192,5/361 Royal Pde,1,u,401000.0,19/11/2016,1.0,1.0,0.0,129.0,-37.7852,144.9589
ID329422990,17 Dickmann St,3,h,1590000.0,22/07/2017,2.0,1.0,83.0,8.0,-37.82458,144.99767
ID414847680,4 Adrian St,3,h,780000.0,22/05/2016,1.0,1.0,710.0,53.0,-37.9324,145.0577
ID894032436,101 Kerr St,3,h,1750000.0,9/09/2017,1.0,1.0,152.0,24.0,-37.796620000000004,144.9791
ID180754271,133 David Dr,3,t,521000.0,29/04/2017,3.0,2.0,134.0,11.0,-37.79,144.7886
ID469552861,2/111 Marlborough St,3,u,800000.0,18/06/2016,2.0,2.0,252.0,25.0,-37.9085,145.0683
ID427030401,26 Stymie St,5,h,1250000.0,17/06/2017,3.0,2.0,544.0,79.0,-37.71499,145.02966999999995
ID566751878,2/25 Fernhill St,2,u,960000.0,15/07/2017,1.0,1.0,229.0,29.0,-37.876059999999995,145.15951
ID180713639,32/2 Exhibition St,1,u,700000.0,19/11/2016,1.0,1.0,0.0,99.0,-37.8157,144.9727
ID547397396,2 Ajax Cl,4,h,720000.0,9/09/2017,2.0,2.0,660.0,34.0,-37.720859999999995,144.79399999999995
ID223199335,43 Kerferd St,3,h,2305000.0,13/08/2016,2.0,2.0,543.0,94.0,-37.8691,145.0435
ID954693873,49 Derby St,3,h,855000.0,16/07/2016,1.0,1.0,274.0,129.0,-37.7641,144.9112
ID208824215,45 Bordeaux St,4,h,1545000.0,29/04/2017,3.0,2.0,647.0,54.0,-37.7819,145.1184
ID157059299,27 Champa Rd,4,h,580000.0,15/07/2017,2.0,4.0,270.0,34.0,-37.7944,144.79413
ID837778434,68 Vincent St,4,h,855333.0,28/08/2016,1.0,2.0,694.0,45.0,-37.718,144.9138
ID900221515,61 Roseberry St,3,h,1625000.0,28/05/2016,2.0,1.0,255.0,129.0,-37.8266,145.0493
ID563659141,30 Flett St,2,t,635000.0,14/05/2016,1.0,1.0,79.0,69.0,-37.7484,145.0048
ID763976013,124 Cole St,4,h,1761000.0,6/08/2016,2.0,3.0,615.0,99.0,-37.8956,145.0026
ID852665066,26 Irvine St,3,h,535000.0,15/07/2017,1.0,0.0,675.0,49.0,-37.764959999999995,144.77289
ID696174163,612 Riversdale Rd,4,h,2750000.0,28/05/2016,3.0,1.0,0.0,107.0,-37.8325,145.0649
ID176766975,12/412 High St,2,u,680000.0,6/05/2017,2.0,1.0,1106.0,10.0,-37.7679,144.9994
ID383748106,18 Melrose St,2,h,1010000.0,19/11/2016,2.0,0.0,109.0,119.0,-37.795,144.942
ID627646901,83 Truganini Rd,3,h,1910000.0,25/02/2017,1.0,1.0,720.0,104.0,-37.8922,145.0544
ID157671832,10/30 Pickett St,1,u,170000.0,1/07/2017,1.0,0.0,30.0,6.0,-37.80141,144.89587
ID221121858,3/30 Heller St,2,t,801000.0,25/02/2017,2.0,1.0,156.0,12.0,-37.7744,144.9498
ID159218504,3/40 Rowland St,2,u,891000.0,28/05/2016,1.0,1.0,121.0,10.0,-37.8126,145.0534
ID685523700,176 Buckingham St,4,h,1645000.0,22/08/2016,2.0,1.0,249.0,49.0,-37.8147,145.0084
ID132938829,5 Sycamore St,3,h,1570000.0,25/02/2017,1.0,2.0,520.0,99.0,-37.8889,145.0151
ID466160919,48a Celia St,4,t,1250000.0,17/09/2016,2.0,2.0,314.0,9.0,-37.9299,145.0598
ID905179189,23 Compton Pde,4,h,716000.0,3/09/2016,1.0,1.0,683.0,79.0,-37.7694,144.8321
ID682647014,77 Melbourne Rd,3,h,1210000.0,25/02/2017,1.0,0.0,249.0,109.0,-37.86,144.895
ID493625325,4/6 Crown Av,2,u,600000.0,29/07/2017,1.0,1.0,0.0,52.0,-38.00765,145.0935
ID267704491,9 Coltain St,4,h,950000.0,12/08/2017,2.0,2.0,660.0,41.0,-37.84902,145.18276
ID748745828,10 Grosvenor St,3,h,1690000.0,25/02/2017,2.0,2.0,339.0,129.0,-37.872,144.9909
ID372868414,13/27 Patterson Rd,2,u,650000.0,10/12/2016,1.0,1.0,116.0,59.0,-37.9245,145.0336
ID431499871,215 Princes St,3,h,1350000.0,27/11/2016,1.0,1.0,114.0,29.0,-37.8371,144.939
ID185444650,1 Normanby Ct,3,h,810000.0,22/04/2017,2.0,0.0,747.0,63.0,-37.7348,145.0402
ID169822190,3/117 Gordon St,3,t,687000.0,27/11/2016,1.0,1.0,116.0,24.0,-37.7454,144.9487
ID808912939,7 Billson St,5,h,2140000.0,13/05/2017,2.0,2.0,780.0,69.0,-37.9173,145.0142
ID512819475,12/9 Milton St,2,u,442000.0,18/06/2016,1.0,1.0,0.0,44.0,-37.7733,144.9219
ID357746741,95 Rosanna Rd,3,h,1705000.0,10/09/2016,1.0,2.0,1547.0,49.0,-37.7502,145.0706
ID885232755,83 Power St,3,h,1170000.0,26/08/2017,2.0,4.0,436.0,22.0,-37.852740000000004,144.88738
ID381008763,83 Bastings St,3,h,1300000.0,17/09/2016,1.0,1.0,328.0,99.0,-37.7745,145.0045
ID320562284,44 Challis St,2,h,800000.0,4/03/2017,1.0,1.0,244.0,79.0,-37.846,144.8729
ID901894377,14 Morris St,4,h,1955000.0,29/04/2017,2.0,2.0,1033.0,54.0,-37.7929,145.1184
ID719028818,1/100 St Elmo Rd,2,u,450000.0,19/11/2016,1.0,1.0,0.0,59.0,-37.759,145.047
ID363856260,2/16 Beaver St,3,t,1370000.0,22/08/2016,2.0,2.0,323.0,49.0,-37.8704,145.0411
ID408347602,17 McCormack Cr,4,h,723000.0,16/09/2017,2.0,2.0,872.0,26.0,-37.872170000000004,144.68746000000004
ID889366309,46 Dunne St,3,h,980000.0,8/10/2016,1.0,1.0,907.0,59.0,-37.7143,145.039
ID529672456,125 Napier St,2,h,1150000.0,22/04/2017,1.0,1.0,91.0,49.0,-37.836,144.9638
ID290569821,98A Hoffmans Rd,3,h,983000.0,20/05/2017,3.0,2.0,309.0,42.0,-37.7457,144.8912
ID852667884,16 Kirribilli Bvd,3,h,680000.0,3/06/2017,2.0,2.0,666.0,14.0,-37.71594,144.7415
ID383573194,23 Thurloo St,3,h,1000000.0,6/08/2016,1.0,2.0,606.0,13.0,-37.8784,145.0958
ID803150249,1/3 Crescent Rd,2,u,667000.0,27/06/2016,1.0,1.0,83.0,59.0,-37.8355,145.0633
ID741738252,3 Leafield St,4,h,900000.0,19/08/2017,1.0,1.0,670.0,59.0,-37.71209,145.0757
ID132045398,3/51 Middleborough Rd,2,u,580000.0,6/05/2017,1.0,1.0,153.0,49.0,-37.8528,145.1318
ID635669186,19 Kent Rd,3,h,928000.0,18/06/2016,1.0,1.0,307.0,129.0,-37.8247,145.1206
ID990148338,218 Ferrars St,1,h,1002000.0,3/12/2016,1.0,0.0,84.0,107.0,-37.8332,144.9548
ID793544417,36/292 McKimmies Rd,4,t,492000.0,16/09/2017,1.0,1.0,199.0,39.0,-37.677,145.05658
ID216547499,2 Addison St,3,h,1370000.0,16/04/2016,1.0,2.0,427.0,10.0,-37.7702,144.9266
ID723175386,7 Centurion Ct,3,h,646000.0,23/09/2017,2.0,2.0,716.0,40.0,-37.64206,145.03703000000004
ID736999849,2/234 Domain Rd,4,u,2050000.0,18/03/2017,2.0,1.0,979.0,79.0,-37.8344,144.9857
ID463694721,22 Strang St,3,h,555500.0,3/06/2017,2.0,1.0,557.0,48.0,-37.87498,144.69617
ID367478237,2/116 Summerhill Rd,3,h,540000.0,11/02/2017,2.0,2.0,215.0,16.0,-37.7257,145.0243
ID114956719,7 Dove Ct,4,h,1288000.0,26/08/2017,2.0,2.0,948.0,56.0,-37.76078,145.10696000000004
ID907044388,103b Maribyrnong Rd,3,u,819000.0,24/06/2017,2.0,1.0,166.0,29.0,-37.7719,144.91565
ID872383430,3 Peacock St,3,h,1468000.0,11/02/2017,1.0,2.0,706.0,17.0,-37.8509,145.1161
ID642182375,4 Vine Gr,4,h,1830000.0,10/09/2016,2.0,2.0,687.0,36.0,-37.8931,145.0479
ID198830421,14 Scarborough Dr,4,h,1362000.0,24/09/2016,2.0,2.0,635.0,9.0,-37.7446,145.0844
ID697423522,2c Hamilton St,3,h,865000.0,22/05/2016,1.0,1.0,180.0,9.0,-37.7802,145.0243
ID416111045,30 Newhaven Rd,3,h,968000.0,17/06/2017,1.0,1.0,612.0,7.0,-37.85586,145.15827
ID341191565,4/9 Gourlay St,2,u,502500.0,15/10/2016,1.0,1.0,0.0,59.0,-37.8725,144.9952
ID964331394,1/233 Huntingdale Rd,3,u,637000.0,26/07/2016,1.0,2.0,119.0,49.0,-37.9058,145.1043
ID724185382,7/7 Old Plenty Rd,3,u,386000.0,1/07/2017,1.0,1.0,216.0,10.0,-37.644909999999996,145.09233
ID215759868,11 Henry St,2,h,677000.0,27/11/2016,1.0,0.0,67.0,169.0,-37.7969,144.9759
ID878435712,24/62 Wellington St,1,u,451000.0,3/06/2017,1.0,1.0,0.0,10.0,-37.85705,144.98699
ID515062684,1/23 Bondi Rd,3,h,836000.0,3/06/2017,2.0,2.0,407.0,49.0,-38.06257,145.1226
ID998781165,5/24 Muir St,2,u,840000.0,29/07/2017,1.0,1.0,974.0,59.0,-37.81494,145.01744
ID873248323,254 Rathmines St,4,h,2000000.0,22/05/2016,3.0,2.0,575.0,4.0,-37.7671,145.0176
ID233056683,71 Cecil St,4,h,2200000.0,7/05/2016,1.0,2.0,735.0,34.0,-37.8028,145.0534
ID655564496,24 Batman St,2,h,1255000.0,18/03/2017,1.0,0.0,148.0,129.0,-37.7841,144.9793
ID130851390,23 Moore St,2,h,800000.0,27/06/2016,1.0,2.0,260.0,79.0,-37.7969,144.9042
ID329350824,88 Blackshaws Rd,3,h,845000.0,17/09/2016,2.0,2.0,738.0,3.0,-37.834,144.8757
ID304025054,33 Rosedale Rd,5,h,3085000.0,18/03/2017,3.0,3.0,778.0,19.0,-37.8582,145.0715
